科学家,句子编号,句子,情感得分
居里夫人,3209,"她试着把拆散他们的悲剧的每一个细节 记述下来,使这种记忆从此永远折磨自己",-1.0
居里夫人,3213,"你的头发差 不多看不见,因为伤痕正由发际起;额上右边露出碎了的骨头. 唉!你受了多么大的痛苦!你流了多少血!你的衣服都被血浸透 了",-1.0
居里夫人,3234,"宣 布他突然去世的消息的时候,实验室工人无不恸哭;那样真诚而且 伤心的眼泪,我从未看见过",-1.0
居里夫人,3253,"成千的小让步,我们这样不坚强的人认为无妨,他却完全不 容许;他不把他对于科学的尊崇和对于这种标准的尊崇分开,而且 他已经用一个光辉的榜样向我们指出,从那对于真理的朴实而 且纯洁的爱好可以产生多么崇高的责任观念",-1.0
居里夫人,3268,"但是这些活着的人正在照料她,并且为她自己不大想到的前 途担忧",-1.0
居里夫人,3269,"比埃尔 居里之死,引起了一些重大问题:比埃尔遗下的 研究工作怎样进行?他在索尔本的教职怎么办?玛丽的前途 如何? 她的亲戚们低声讨论着这些问题,听着接踵到克勒曼大道来 的部里和学校里的代表的建议",-1.0
居里夫人,3294,"乡村的美使我难过,我放下面 纱,透过黑纱看一切 5月11日: 我的比埃尔,我睡得很好,起来时比较平静",-1.0
居里夫人,3299,"象你去世那天的阴暗天气,我倒觉得好些,而我之所以还不曾 憎恨好天气,乃是因为我们的孩子们需要它",-1.0
居里夫人,3303,"生活上的忧虑,甚至于不容我平静地去想 我的比埃尔",-1.0
居里夫人,3324,末了玛丽才说:我不忍叫不关心的人碰这些东西,-1.0
居里夫人,3332,"这个因悲哀而憔悴不堪的三十八岁 的妇人,现在是一家之主了. 她作了决定:那一夏天她要留居巴黎,在实验室里工作,并且 预备将在十一月开始的教学工作",-1.0
居里夫人,3340,"你 决定罢! 玛丽低声说:不,您决定罢!您若离开我们,我一定很难过; 但是您应该选择您愿意的安排",-1.5
居里夫人,3345,"居里夫人,不幸去世的著名学者的遗孀,已正式受聘继任她 丈夫在索尔本的教席,将于1906年11月5日星期一下午一时半第一 次授课 居里夫人在开始的一课中,将阐述关于气体中离子的学说, 并探讨放射现象",-1.0
居里夫人,3349,"这些人并不是为同情心所动,也不 是要去学习;他们很不在意关于气体中离子的学说,而玛丽在这 残酷的一天里的痛苦,只不过是加在他们的好奇心上面的一种香 料",-1.0
居里夫人,3350,"连悲哀都有它的赶时髦的人! 索尔本里第一次将有一个妇人讲课,这个妇人是天才,同时也 是一个绝望的妻子",-1.0
居里夫人,3353,"最难过的是那些真正的学生,他们是来 听课并且写笔记的,不得不抓住他们的椅子,以免被别人挤下去",-2.5
居里夫人,3385,"她把悲痛深深藏在心里不使人看见,从来不在别人面前哭泣, 不肯受人怜悯或安慰,从来不对别人发出绝望的呼声,不告诉人在 夜里折磨她的噩梦",-1.0
居里夫人,3386,"但是她的近亲都忧虑地注意着她那总是无目 标地向空间注视着的无光彩的目光,注意着她那筋络开始痉挛的 手",-1.0
居里夫人,3390,"1907年玛丽写信给她的幼年朋友卡霁雅说: 亲爱的卡霁雅: 我没能接见你手下的K先生,他来的那天,我正犯了时常发作 的病痛,而且第二天我还要讲课",-1.0
居里夫人,3398,"经济方面我还不觉困难,我挣的钱足够抚养我的孩子;虽然 我的生活情况比我丈夫在世的时候当然要俭朴多了. 帝 者 帝 在这几年的悲哀时期中,有两个人帮助玛丽:一个是约瑟夫 斯可罗多夫斯基的妻妹玛丽亚 卡米安斯卡,她是一个娇美而且 温柔的妇人,经布罗妮雅请求,她应允在居里家里当家庭女教师和 管家",-0.3333
居里夫人,3405,"既然 比埃尔已经完全消灭了,他不让比埃尔的幽灵来折磨自己",-1.0
居里夫人,3410,"没有这个蓝眼睛的老人,她们的童年一定会陷于悲哀之中",-1.0
居里夫人,3415,"现在的伊雷娜 约 里奥-居里的精神上的平衡,她对于苦难的恐怖,她对于现实的一 心归附,她对于教权主义的反对,以及她的政治同情,都直接得自 祖 父",-1.0
居里夫人,3436,"她并不鼓励她的孩子们作杂技式的冒险,不喜欢她们轻率鲁 莽,但是她要她们大胆",-1.0
居里夫人,3439,"连那对于比埃尔的 惨死事件的回忆,也没有使她害怕得处处监视她的女儿们",-1.0
居里夫人,3442,"她竭力防止她们 有忧伤的空想,防止她们的感觉过度敏锐",-1.0
居里夫人,3447,"她不认为 这种缄默对于她的女儿们是一种罪过,她宁可不让她们和她自己 有表现高尚情绪的机会,而不愿使她们沉浸于悲哀的气氛中",-1.0
居里夫人,3451,"她觉 得不能把自己不再相信的信条教导她们,尤其担心她们将来会有 失去信仰的时候的苦恼",-1.0
居里夫人,3453,"这些小孩不必经历她所度过的那种忧患的童年、劳苦的幼年 和贫困的少年,她是满意的;不过她也不希望她们过奢侈的生活",-0.3333
居里夫人,3457,"她的想法是:贫寒固然不方便,过于富有也是多余而且讨厌 的",-1.0
居里夫人,3463,"十年二十年之后,她们 看出社会生活有它的需要,有它的法律;而不幸得很,向夫人说早 安,乃是一件必须作的事 伊雷娜已经得到读书证,到了入学年龄,玛丽设法教育她的 女儿,不循旧例",-1.0
居里夫人,3502,"这两天给她和母亲一种很痛苦的经验,但是,在这两个人之中, 玛丽倒成了受罚者,她心烦意乱,在那所郁闷的房子里徘徊,比她 的女儿还要痛苦得多",-1.1667
居里夫人,3557,"八年前和比埃尔 居里竞选得胜的那个阿麻加先生,怀着卫 道的愤怒大声疾呼:妇女不能当科学院院士!一些白尽义务的报 告者不顾事实,硬是对天主教徒说玛丽是犹太人,同时又提醒自由 思想者说她是天主教徒",-1.0
居里夫人,3563,"这次失败使他们惊呆 了,机械师路易 拉果心里很难过,把那个没用的花束拿开",-1.25
居里夫人,3566,她对于这 个几乎并没有使她感觉苦恼的挫折不加一句评论,-1.0
居里夫人,3585,"我不必批评那些发动这种攻击的人,也不必说玛丽如何绝望 地而且时常是如何十分笨拙地挣扎着;我们也毋需说到那些新闻 记者,他们在这个毫无自卫能力的妇人受匿名信烦扰、受暴力的公 开威胁而且有生命危险的时候,还有勇气污辱她,后来其中有些 人来求她宽恕,说了许多表示懊悔的话,流着眼泪但是这个罪 行已经造成了恶果,玛丽被逼得几乎要自杀或发疯,并且因为体力 不支,她患了重病",-1.0
居里夫人,3591,"如果没有荣誉这种可怕的磁石给她吸引同情和 憎恨,玛丽 居里决不会受批评或诬谤",-1.0
居里夫人,3592,现在她又多一层理由来 憎恨声誉了,-1.0
居里夫人,3594,"玛丽收到几百封由一些她认 识或不认识的人签名的信件,都说她遭到的磨难引起他们的怜悯 与愤怒",-1.0
居里夫人,3600,"经过两个月的挣扎,她战胜了疾病;但 是她的肾脏有严重病变,必须动手术",-1.0
居里夫人,3601,"玛丽现在极端虚弱,经医生 诊视之后,她不顾痛苦,要求把手术推迟到三月,因为在二月底她 要参加一个物理会议! 著名外科医生查理 瓦尔泰给她作了手术,并且精心照料她; 虽然如此,她的健康仍好久没有恢复",-1.0
居里夫人,3603,"她勉强忍受着发烧和肾痛,毫不诉苦;任何别的妇人若有这种 痛苦,一定要过病人生活了. 玛丽困于身体上的疾病和人们的诽谤,象一个陷于绝地的野 艾尔敦夫人,可能是英国电气工程学教授威廉 艾尔敦(1847 1908)的 后妻赫沙 迈尔克斯(1854 1923). 爱弥尔 波瑞(1871 1956),法国数学家",-1.0
居里夫人,3614,"我们对于我们的智力丧失了信心,在我 们的敌人看来,我们是在退步,而我们自己也在放弃对于前途的 希 望",-1.0
居里夫人,3617,"有你在华沙,我们就会觉得力 量大了许多,我们因种种不幸而低下去的头,就可以抬起来",-1.0
居里夫人,3623,"由一个没有什么顾虑的人看来,这是多么好的机会!她可以 借此体面地离开法国,不再理睬诬谤,不再理睬残忍的行为! 但是玛丽从来不受怨恨的驱遣,她急切地、真诚地考虑自己的 责任所在,回国这个主意很吸引她,同时也使她害怕",-1.0
居里夫人,3627,"这是她一生中觉得没有气力作任何事情的期间,而就在这个 时候,两种不相容的使命在折磨着玛丽",-1.0
居里夫人,3628,"思归的心情使她犹疑了 许久,最后还是写了一封辞谢的信寄往华沙,她心里多么痛苦啊! 她仍然答应在远处领导这个新实验室,并且把它交给两个最好的 助手去实地管理:波兰人达尼什和卫丹斯坦因",-1.0
居里夫人,3640,"这些游历是既甜 蜜又令我悲哀的,但是我不能自制着不去",-1.0
居里夫人,3656,"侯,乘客准会出什么事 这样一个动人的忧虑,使那些年轻一代的孩子们哄然大笑;他 们一点没有猜想到这种想象的升降梯坠落,含有相对论上一些 高深的问题! 在这次短期休假之后,玛丽到英国去,后来又到布鲁塞尔去, 在那些地方有一些科学上的隆重仪式要她参加",-0.3333
居里夫人,3658,"例外地,她很高兴地忍受了这次折磨,并且 用有趣的说法写信告诉伊雷娜: 他们给我穿上一件很好看的镶着绿边的红袍,和我那些受罪 的同伴别的接受博士学位的学者-一样",-1.0
居里夫人,3685,"这个淳朴的人很难过,因为理化学校也在建筑工作室 和梯形教室,而那个棚屋比埃尔和玛丽的简陋潮湿的木板屋, 将要在拆房人的鹤嘴.助下毁平了",-1.5
居里夫人,3716,"巴黎很平静,并且给人很好的印象,虽然到处是离别的 悲哀",-1.0
居里夫人,3723,"这个波兰女子忘记了法国不过是她的第二祖国,这个作母亲 的人不想去和她的孩子们住在一起,这个虚弱有病的人轻视她的 疾病,而这个学者把她自己的工作留到比较太平的时候再做;玛丽 只有一个念头:为她的第二祖国服务",-1.0
居里夫人,3734,"德国军队的迅速推进,使玛丽面对一个需要解决的问题",-1.0
居里夫人,3738,"她这样不无虚伪地推论着,给指导她的本能找出一些合理的 解释",-1.0
居里夫人,3739,"这个固执而有毅力的玛丽在本能上不喜欢逃避行动,她认 为害怕就等于为敌人服务,她决不让得胜的敌人走进无人照料的 居里实验室而自鸣得意",-0.3333
居里夫人,3754,"但 是田野上的一切也是一派失败气象,铁道沿线的公路上不断有向 西逃去的成行的汽车",-1.0
居里夫人,3781,"这个羞怯的妇人 突然变得苛求而且严厉,她去麻烦那些懒惰的官员,向他们要通行 证,要发命令的权力,要签证",-1.0
居里夫人,3782,"他们制造种种困难,提出规章来抵 制他们中许多人都怀着这种念头:平民不应该来麻烦我们! 但是玛丽毫不让步,和他们争辩,终于得到了胜利",-0.3333
居里夫人,3798,令人悲哀的队列开始来了,-1.0
居里夫人,3800,"人们把躺着痛苦 身体的担架逐一抬进来,玛丽调节仪器对准受伤的部位,以便看到 清晰的图象",-1.0
居里夫人,3803,"有时候,就在射线之下施行手术,医生 可以在透视屏上看见他的钳子刺入伤口,绕过骨骼障碍,夹住弹 片",-1.0
居里夫人,3823,"决意 用全力为我的第二祖国服务,因为此刻我不能实地为我那不幸的 祖国效劳,它受了一世纪多的困苦,现在又浸在血泊里了",-1.0
居里夫人,3855,"她生气是因为她由佛耳芝医院回来的时候,司机驾驶时突然 把车翻到沟里去了",-1.0
居里夫人,3857,"她很烦恼,不是因为觉得自己受了很重的擦伤,而是想到 这是她的第一个念头那些 X 光相片一定都碎了",-1.5
居里夫人,3871,"她不喜欢她的女儿们太谨慎,太苛求",-1.0
居里夫人,3876,"这个波兰女子不再是孤单 的了,她现在可以和一个合作者、 一个朋友谈她的工作,或谈她的 个人忧虑",-1.0
居里夫人,3898,"这种技术所需 要的专门人才很缺乏,使玛丽很忧虑,她建议政府开办并常设放射 科训练班",-1.5
居里夫人,3902,"居里夫人的 声望起初使她们很害怕,但是这个物理学家对她们的恳挚欢迎,很 快就使她们折服了",-1.5
居里夫人,3911,"别的比较 没有知识的医生,对于她的仪器怀着一种毫无道理的不信任;但是 经过几次起决定作用的 X 光检查之后,他们惊异地说这是有效 的",-1.0
居里夫人,3916,"有些农民和工人看见伦琴仪器觉得害怕,问她用这种东西 检查是否会伤了他们",-1.0
居里夫人,3919,"为了 救一条性命,为了使一个人不受痛苦、少受切割、不致羸弱,她愿意 作最艰苦的努力",-0.8333
居里夫人,3920,"只在所有的机会都已用尽时,她才肯放弃",-1.0
居里夫人,3921,"她在这四年中间从来不提她遭受的困苦和危险,不提她那无 限的疲乏,不提她所冒的出生入死的危险,也不提X 射线和镭对于 她那已受损伤的身体的残酷影响",-1.0
居里夫人,3927,"她看见成千具碎裂的躯体, 听见呻吟和狂喊,这种记忆在长时期内使她的生活总是郁闷的",-1.0
居里夫人,3938,"她从前以虚伪和诡诈应付沙皇的官员,在 华沙的一些简陋住房里秘密与流动大学里的同志聚会,教斯茨初 基的小农民读书等等工作,并没有白费心力",-1.0
居里夫人,3941,"但是假如大战 终了,波兰仍受束缚,仍然被人分裂,我们将如何悲痛,如何失望! 这样看来,目前情势的阴云,真是不足道了",-1.0
居里夫人,3947,"她的体力是否能让她继续教课并保证她在退休之前继 续领导实验室呢? 玛丽并未放弃她的战时职务(以后两年,继续有放射科学生到 镭研究院上课),同时她又奋勉从事她一生最热心的工作:物理学",-1.0
居里夫人,3954,"以 前显得困难的问题变得容易,并且立刻得到解决",-1.0
居里夫人,3971,"她梦想一种真正能够消除嫌怨和憎恨的条约,她有时候 说:或是把德国人完全消灭(这是我决不主张的),或是给他们一 种他们能够受得了的和平 战胜国的学者与战败国的学者恢复了交往",-1.0
居里夫人,3977,"居 里夫人责备莱茵河彼岸在宣言上签字的作家和学者,她认为一个 知识分子如果不坚定地保卫文化和思想自由,就是背叛了自己的 使 命",-1.0
居里夫人,3992,"伊雷娜的这个幸运的例子,很轻易地使玛丽以为年轻人可以 毫无困难地在生活的迷宫中找到方向",-1.0
居里夫人,3993,艾芙的烦恼和不断改变方 向使她觉得困惑,-1.0
居里夫人,3997,"可是她怎 么看得出自己的错误呢?她的天才有一种永远正确的本能,就是 这种本能把她引上了有许多巨大障碍的前途",-1.0
居里夫人,4005,"她怀着无限信心等待你们给她一切,并且深 信你们能保护她,使她不受任何痛苦",-1.0
居里夫人,4010,"你们真是我的巨大财富,我希 望还能和你们一起过上几年好日子. 不知是因为居里夫人的健康在令人精疲力竭的战争岁月之后 好了起来,还是因为老年人的泰然心情已经开始,她变得安详多 了.象一把虎头钳一样紧紧地卡住她的悲哀和疾病已经放松,时 光冲淡了旧日的苦恼 1921年8月1日,玛丽写给布罗妮雅的信上说: 我一生受了不少痛苦,现在快要到头了:只有一个真正 的灾难能够给我以打击",-1.0
居里夫人,4011,"我已经学会了安于命运,并且总是力求 在日常的郁闷生活里找出小小的乐趣",-1.0
居里夫人,4048,"这里有才学的人多极了:你要谈物 理学么?这里有让 佩韩、玛丽 居里、安德烈 德比尔纳、维克 多 欧瑞;要谈数学和微积分么?你可以问爱弥尔 波瑞,他披着 晨衣,象一个穿着长袍的罗马皇帝;生物学?天体物理学?路易 拉比克和查理 谋汉可以答复你;至于那个魔法师查理 赛诺伯 斯,这个殖民地上无数的小孩曾惊骇地彼此告诉:他知道所有的 历史 但是这个大学教授聚会的奇迹,乃是从来没有人谈物理学、历 史学、生物学或数学,并且都不注意尊敬、等级、甚至于礼貌上的习 惯",-1.0
居里夫人,4088,"在这个地方谁也不帮助谁,这个集团的第一条规 则是:不要热心管别人的事, 这些水手分散开去吃午饭",-1.0
居里夫人,4104,"但是在战后几年中,它还引起不在这个集团里的 人的惊讶,并且作了许多表示骇异和愤慨的评论",-1.0
居里夫人,4134,"麦隆内夫人后来写道:门开了,我看见一个苍白羞怯的妇人 走进来,其神色之忧郁,是我从来没有看见过的",-1.0
居里夫人,4146,",由于一 时冲动,我问她:若是把世上所有的东西任你选 择,你最愿意要什么?' 这是一个愚蠢的问题,但是它后来成为决定命运的一个 问题",-1.0
居里夫人,4181,"我不喜欢这次远度重洋,大海显得忧郁、阴暗、很不平静",-1.0
居里夫人,4223,"一个刚离开修道院生活的虚弱妇人与强壮喧闹的人群作战,是力 所不逮的,嘈杂声和掌声使玛丽眩晕,无数看着她的眼睛使她害 怕,群众在她经过的路上猛烈推挤也使她惊怖,她徒然地担心会在 这些可怕的激浪中被人挤碎",-1.0
居里夫人,4233,"最后是合众国总统讲话,他恳挚地向她致词,说 她是一个高尚的人,忠诚的妻子,慈爱的母亲;除了她那极艰辛的 工作之外,还尽到了妇女的全部天职",-2.0
居里夫人,4239,"有幸参加这次仪式的人们,大声疾呼地宣布镭的发明者接 受她的美国朋友赠送的无价之宝的新闻记者们,如果听到玛丽 居里在哈定总统把那一克镭赠给她之前,就已经放弃了它, 一定要 大为惊异的",-1.0
居里夫人,4252,"在大学里,她又得了一个博士学位!玛丽穿上她的教授长袍, 这件衣服她穿着很合身而且很舒服;但是她不肯用传统的方帽盖 住她的头发,她觉得它难看,并且抱怨它戴不住",-1.0
居里夫人,4256,"她放弃了到西部各城 市去的计划,那里预定为她举行的招待会都取消了",-1.0
居里夫人,4257,"那些美国记者立刻怀着自责的愤激之情指责他们的国家不 对,不应该使一个上了年纪而且虚弱的妇人,遭受非其体力所能忍 受的磨难;他们的文章都质朴而且生动,读来引人入胜",-1.0
居里夫人,4260,"一些 悲观的人认为这件事简直是一个悲剧:我们用我们的过度热诚差 不多已经害死了霞飞元帅,难道我们又要害死居里夫人? 玛丽诚恳地和钦佩她的人们周旋,这些人在第一场接触中已 经得胜",-1.0
居里夫人,4264,这只是短暂的休息!布发罗的接待委员会 不肯放弃会见玛丽 居里,-1.0
居里夫人,4270,"麦隆内夫人虽然 巳经放弃请居里夫人游历全美的计划,仍要请她看看这个大陆上 最惊人的奇观:科罗拉多的大峡谷",-1.0
居里夫人,4305,"为了获得这很少的一点东西,竟然需要在整个大陆到处 乞求,玛丽还必须亲自到这些女施主所在的城市中去,并且亲自道 谢 这怎能不叫人想到,以前在专利证书上简单地签一个字不是 要有效得多吗?这怎能不叫人想到,富足的玛丽 居里不是可以 给她的国家设许多实验室和医院吗?二十年的挣扎与困难,是否 已经使玛丽后悔,是否已经使她相信,她轻视财富就等于为了一 种奇怪的念头而牺牲她的工作的发展? 居里夫人由美国回来之后,写了一些自传性的短文,她在文中 向自己提出了这些问题,并且作了如下的回答: 我的许多朋友坚持说,若是比埃尔 居里和我保留了 我们的权利,我们就可以得到必需的资金,来建立一个满意的镭研 究院;而以前阻碍我们两个人,现在仍在阻碍我的种种困难,都可 避免",-0.25
居里夫人,4309,"毫无疑义,这些梦想者不配享受财富,因为他们并不希望要 它",-1.0
居里夫人,4310,"虽然如此, 一个组织得好的社会却应该把完成工作的有效条 件给予这些工作者,使他们过的生活能不受物质忧虑的困窘,而且 能自由地专心从事研究",-1.0
居里夫人,4350,"她反对那种她称之为全世界科学工作的无政府状态的现 象,力图使她的周行同意某些明确的问题,这些问题表面上看来虽 很不重要,但是却决定着知识的进步:合理地整理书目,使工作者 便于搜集其研究范围内别人已经得到的成果的资料;统一科学符 号和术语,统一科学出版物的开本,统一各杂志发表的著作的摘 要;拟定各种常数表",-0.3333
居里夫人,4357,"她梦想由商业利润中提出研究补助金,借以补 救各实验室的困难",-1.0
居里夫人,4358,"只有一次,她放下实际问题,在1933年到马德里去主持一个 讨论文化前途的辩论会,许多国家的作家和艺术家参加了这个 辩论会,发起人保罗 瓦莱里称他们为与他们的风车作战的精 神上的唐 吉诃德之辈",-1.0
居里夫人,4366,"1929年7月,玛丽 居里写给艾芙 居里的信上说: 我认为国际工作是一件很艰难的任务,但还是应该以极大的 努力和真正的牺牲精神为代价来学着做去",-0.25
居里夫人,4368,"崇 两次、三次、四次到波兰旅行 居里夫人不是到她自己的亲属那里去休息,或是去排遣忧虑",-1.0
居里夫人,4370,她的倔强不足以克服种种困难,-1.0
居里夫人,4447,"但是她本身毫无改变:在群众面前依然有生理上的恐惧,羞怯 依然会使她双手冰冷、咽喉发干,尤其是依然有那种无可救药的不 爱好虚荣",-1.0
居里夫人,4460,"这个学者的样子, 一直到死总象一个匆忙的贫穷妇人,她谨慎地拿着一个很大的棕 色手提皮包,永远是这一个,这是多年前一个波兰妇女联合会送给 她的,里面塞满了纸张、文件、纸夹和眼镜盒子",-1.0
居里夫人,4461,"玛丽的一只手臂 抱着一把萎谢了的花,这把很普通而且硬邦邦的花是路上有人赠 给她的,给她添了许多麻烦,然而她不敢扔掉",-1.0
居里夫人,4473,"玛丽讨厌窗帘,她喜欢光滑的地板和毫不阻碍阳光的玻 璃",-0.3333
居里夫人,4480,"伊雷娜承袭了母亲的不甚关心物质的脾气,她在这所冷冰冰 的房子里很舒适地住到她结婚",-0.15
居里夫人,4482,"这所房子的所有房间里,只有玛丽的工作室富有生气而且动 人",-1.0
居里夫人,4490,"政府给的国家年金和美国人慷慨赠与的年金,已经解决了物 质上的困难",-1.0
居里夫人,4534,"睾 唉!我疲倦极了! 居里夫人差不多每晚总说这一句话,她苍白的脸庞因疲劳而 显得憔悴而且衰老",-1.0
居里夫人,4556,"这个 悲惨地、无辜地受过伤害的妇人,对爱情是不甚尊重的",-1.8
居里夫人,4566,"她写一些悲哀的信给她深以不 能常见为苦的伙伴,她写信给住在蒙彼利埃的雅克 居里,写信 给约瑟夫、海拉、布罗妮雅",-1.0
居里夫人,4569,"1932年4月12日玛丽写信给布罗妮雅说: 亲爱的布罗妮雅:我也因为我们彼此分开而难过;但是你虽 然觉得孤寂,还能有一种安慰:你们有三个人在华沙,因此你还能 有人作伴,受到保护",-1.0
居里夫人,4574,"这两个妇人的讨论,因此总是陷于空谈;而母亲总是含着退让,甚 至于含着愉快和幽默,对女儿作如下的评论: 啊!我可怜的亲爱的人,这是多么可怕的鞋跟!不,你永远 不能使我相信妇女生来是要踩高跷走路的而这是一种什么新 式样,要在衣服背上开口呢?在胸前开口还受得了,可是这几公 里长的裸背!第一,这是不端庄的;第二,这有患胸膜炎的危险; 第三,这是很丑的;即使你不注意前两种理由,第三种也应该使你 有所触动!虽说如此,你的衣服的确很好看;不过你黑衣服穿得太 多,黑色不适合你这种年龄 最痛苦的是化装的时候,艾芙用了很长的时间,费了很大的 事,认为结果十分完美之后,她的母亲却讥讽地叫她:你转过来一 点,让我欣赏欣赏!居里夫人用科学眼光仔细看她,觉得惊讶 极 了 : 当然在原则上我不反对这种涂抹,我知道人们一向是这样作 的,古埃及妇人还发明过糟糕得多的装饰我只能对你说一件 事,我认为这简直可怕",-0.1
居里夫人,4577,"那些痛苦的、 烦闷的小说,只有象你这样年轻的人才受得了",-1.0
居里夫人,4585,"她正专心研究一种困难的理论计算,虽然知道她的女儿回来 了,并不抬头",-1.0
居里夫人,4602,"玛丽 居里对一个研究者说话 的时候,就全神贯注于这个人研究的问题,连这个问题中最小的 细节她都知道",-1.0
居里夫人,4609,"她这 样坐着,仰面看着那些站在她周围或倚着墙壁的工作者;她没有一 般领导人那样的姿态,然而 极仔细地考查学生能力之后,挑选实验室工作者的,是她;给 他们指定工作的,差不多永远是她;学生遇着困难的时候,要去请 教的,也是她",-1.0
居里夫人,4639,"有时候,这些请求使她疲倦而且觉得有点屈辱;她对艾芙叙述 她如何在各会客室里等候,如何心里怀着畏惧,并且微笑着用下面 这句话结束: 我相信他们总有一天会象赶乞丐一样把我们撵出门完事! 居里实验室里的工作者,在这个可靠的舵手引导下,把放射性 这种学说中各神秘莫测的部分逐一加以探查",-1.0
居里夫人,4643,"假如她能象她周围的青年一样,把每一分钟都用 在研究上,她的创造性活动能达到什么程度?而在她步步启发、步 步指导的那些工作中,谁又能说得出她的成绩? 她自己从来不想这些问题",-1.0
居里夫人,4649,"玛丽能不能在花园里的凳子上坐半小时,专心思索某种科学 问题呢?一个女助手一定会用惊愕而且亲切的声音把她由沉思中 唤醒:夫人,你会着凉的!夫人,进来罢,我请求你!在居 里夫人忘了去吃午餐的时候,总会有一些细心的人把面包和水果 放在她身边 实验室的仆役和工人,也和别的人一样,感觉到她那深藏不 露的、世上少见的吸引力",-1.0
居里夫人,4660,"她怕愚笨甚于怕虚荣, 一 只不灵巧的手在实 验装置上引起的实际灾难,会使她发火",-1.0
居里夫人,4668,"她以几句热情的言词称赞这个人的工作的独创性,指出他克服了 的困难",-1.0
居里夫人,4685,"和玛丽一样,他也厌恶荣誉的喧嚣; 和她一样,他也永远拒绝物质利益",-1.0
居里夫人,4687,"这两个共事的领导人,都惊叹合格的专家利用放射疗法时所 取得的疗效;但是也有同样的忧虑,他们看见世界上有许多人随便 利用镭,觉得很生气,而又无法阻止",-1.25
居里夫人,4688,"某地方有些没有知识的医生, 用放射性物质碰运气地治疗疾病,甚至于连这种治疗的危险都 不知道",-1.0
居里夫人,4697,"还有别的信件责任心很强的玛丽口授她的女秘书写信给 外国同行,答复那些以为居里夫人能治好一切病症、能减轻任何痛 苦的绝望的请求者",-1.0
居里夫人,4714,"玛丽不让人看出她的失望,她毫不怯懦地把这种不幸告诉她 的女儿们,并且立刻就谈到治疗,说是在两三年内就要试一试动手 术在这令人难受的等待时期,她与世界之间,她与她的工作之 间,就要隔上渐渐加厚的水晶体,罩上一层永远不散的雾",-1.0
居里夫人,4715,"1920年11月10日,玛丽写给布罗妮雅的信上说: 我的眼睛和耳朵成了我最大的烦恼",-1.0
居里夫人,4719,这就是我的痛苦,-1.0
居里夫人,4730,"有个学生不得不请居里夫人 看一个摄有很细的线条的试验底片,怎么办呢?玛丽先异常巧妙 地问他问题,得到必需的说明,想出底片上的图象,然后才拿起那 块玻璃板来研究,假装看见了那些线条 无论她如何预防,无论她如何用心,实验室里的人还是猜到了 这场戏;然而他们都不说出来,装作不知道,把这个游戏玩得和玛 丽一样巧妙",-1.0
居里夫人,4736,"出血这种意外的复 杂病情,在几个星期中几乎使康复无望,令人忧虑",-1.0
居里夫人,4757,"1927年伊雷娜患了 重病,玛丽很痛苦、很失望,有个朋友到实验室去找她,打听消息",-1.5
居里夫人,4767,"她坐在椅子上,两臂交叉,背是驼的,眼神是空虚的,她的 样子突然象一个很老很老的农妇,因为遭了巨大的悲哀而沉默忧 伤",-1.0
居里夫人,4768,"那些合作者看见她这样,怕是出了事故,怕是演了悲剧,都来 问她出了什么事",-1.0
居里夫人,4769,玛丽凄然说出一句总括一切的话:没能使钢X 沉淀 有时候她会公开责备她的敌人:这是钋跟我作对,-1.0
居里夫人,4776,"但是她内心并不真正平静,她不甘心这样,她的全部本能都 排斥寿终这个概念",-1.0
居里夫人,4784,"为了抵御她所害怕的袭 击,她热狂地用计划和责任在自己周围筑起一道壁垒",-1.0
居里夫人,4785,"她轻视那 种一天比一天明显的疲乏,轻视压迫着她的一些慢性疾病:不好的 视力,风湿性肩痛,时常发作的耳鸣",-1.0
居里夫人,4795,"她冒了这么多危险,只血液略有变化,手上受了一些讨 厌而且痛苦的烧伤,有时干枯,有时化脓,这算不得很严重的惩罚! 1933年12月居里夫人短期患病,这次的病给她比较深的感 受",-1.0
居里夫人,4796,"X 光照相显示她的胆囊里有一大块结石,斯可罗多夫斯基先生 就是死于这种病症! 玛丽为了要避免她所害怕的手术,这才 注意饮食调养,稍微留心自己的健康",-1.0
居里夫人,4802,"这次游历很不幸,玛丽原想作一次周游,让布罗妮雅看看各处 的美丽风景;但是走过几段路,到了她在加发来尔的别墅里,她就 着凉了,觉得疲乏已极",-0.25
居里夫人,4804,"玛丽冷得发抖,忽然 感到失望,倒在布罗妮雅怀里,象有病的孩子一样地抽泣",-1.0
居里夫人,4805,"她担心 她的书,恐怕患了气管炎就没有气力把它写完",-1.0
居里夫人,4807,"到了第二天,玛丽抑制住这种精神上的沮丧,从此就不曾 再发生这种情形",-1.0
居里夫人,4833,"她的病没有确诊,有时说是流行性感冒, 有时又说是气管炎:与这种病症的斗争令人失望,却迫使她接受一 些令人厌倦的治疗",-1.0
居里夫人,4839,"艾芙担心地对她说了这个办法,玛丽又听从了,接受了这个建 议,并且动身了",-1.0
居里夫人,4855,"若 是在这里说出他们的名字,也许会使人以为我在责备他们,不公正 地忘了他们的恩惠",-1.0
居里夫人,4868,玛丽很忧虑她的胆囊里的结石,-1.5
居里夫人,4871,"于是开始了人们称之为缓慢的死的那种折磨人的、残酷的 战斗,在这种情况下,不肯灭亡的身体以一种疯狂的决心抗拒死 神",-1.0
